context,emotion
 冬奥    爱国热情 空前 高涨 具体表现    棒子 深恶痛绝     想 创死 黄大仙,-1
王一博 wyb 王一博 冬奥 文化 推广 使者 好多 王一博耶,1
王力宏 李靓蕾 正式 离婚 好家伙 冬奥 闭幕式 买 黑热 搜 西村 女士    一套  热 搜  秒    说   买   信     激怒    乱咬  ,-1
习声 回响 温暖 聆听 世界 期待 中国 中国 做好   人民 幸福 大国 之重  全面 建设 社会主义 现代化 国家  新 征程   坚持  人民  中心  发展 思想 携手 努力  打赢 脱贫 攻坚战 疫情 防控 坚决  冬奥 圣火 熊熊燃烧 航天事业 再创 佳绩 一个个 令人振奋  成绩  中国共产党 团结 带领 全国 各族人民 不懈 奋斗    新春佳节 之际   重温 习近平 总书记  谆谆 嘱托   未来 O 习声 回响 温暖 聆听 世界 期待 中国 中国 做好 ,1
冬奥 结束    首页    垃圾   审判  揍   沙人  拐卖  家暴  虐待 动物  人性  恶   暴露   面前  糟糕  ,-1
广西 百色市 急需 口罩  防疫 物资  关心 冬奥  在意 广西 疫情,0
黄明昊 担任 冬奥会 火炬手 真的 值得 骄傲 期待 冬奥 获得  成绩,1
疫情   冬奥 遮住    盛世 美颜 北京 年 冬奥会,-1
  年 北京 冬奥会   疫情 待在家里  妈妈  冬奥 闭幕式   冬奥会  年    年  我会   样子 希望    烦恼 少 一点,0
豫见 新一代 冬奥 加油 打赢 疫情 防控 阻击战,1
年  在读 初一 一晃 年   冬奥 结束  希望 苏州 疫情 快点   等春到  相见,1
美国 运动员  冬奥 村 做 完美 甲 做 美发 中国 开天辟地 旧貌换新颜,0
 奖牌榜   中国 各大 平台   金牌数  统一  标准 统计  各国  获奖 情况  法新社 所说    金牌榜  领先 美国 一名  表格    展示  中国  奖牌 总数   美国  差距   法新社 不说  中国     意识   冬奥  赢  美国  一出   中国 民间  官方 媒体  发声  中国 社会  体育竞技   共识  拼搏精神  奖牌  值得  呐喊 欢,1
美国队  CAS 提起  仲裁  冬奥 闭幕 前  花滑 团体赛 颁奖  CAS 驳回  仲裁   真的 给整 破防 ,-1
冰墩 墩 热销 折射 全民 冬奥 热情   国家  落实  一户  墩子 行不行 ,0
鞠婧 祎 进组 仙剑 奇侠传 四 亲朋好友  吃 瓜 不信瓜  闲  嘴  瞅 瞅 魏枝 baby   真瓜   雷 初夏   ok  实在 不行  冬奥  积点 口德 ,-1
冬奥 官方 店冰墩 墩 卖光  太 可惜  想要    ,-1
  冬奥 闭幕式   果汁 眼睛 健儿 好棒    锻炼 啊啊啊 嘴巴 炸鸡 配 果汁 yyds  味全 每日,0
  想 说 冬奥 热闹      现场  奥运   只想 骂 该死  疫情,-1
玩转 冬奥 视频 道具 中  中   抽 中  微博 道具  现金 红包 相信    抽中   O 微博 道具  红包,0
广西 百色市 急需 口罩  防疫 物资 广西壮族自治区  国家 重点 扶贫 对象  物资  缺乏 装备 简陋 愿   关注 冬奥 之余多 关注  广西 疫情  广西    帮忙  携起手来    渡过 这道 难关 广西 加油 中国 加油,1
 转发 条  中国 冬奥 健儿 加油 微博 微博 名字    点亮 冰墩 墩 雪容融 icon 微博  一墩 一融,1
美国 运动员 体验 冬奥 村 洗衣  奧運村 住 久  回去  不習慣  L 香港 胡迪 警長  微博 视频,0
科技 创新 服务 冬奥 经开区 企业 贡献 天津 力量 O 网页 链接,0
王一博 冬奥 文化 推广 使者 期待 今晚 冬奥 开幕式 中国 健儿 加油 爱 运动 中国  安踏,1
放弃 美国 籍 为国 出战 花滑 小将 朱易 我会 全力以赴 为国争光 日前 中国 冬奥 运动员  北京 天安门 宣誓 出征 早已 放弃 美国 国籍 入籍 代表 中国 出战  花 滑 小将 朱易    仪式    社交 媒体 平台 发文  我会 全力以赴  祝愿  中国 运动员  能赛  水准 为国争光 朱易  中国 歷来 第一位 花式 熘 冰 入籍 选手 年初   美国 花式 熘 冰 锦标赛 新人 组封后 同年 转籍 中国  由前 世界冠军 陈露 执教  集训队 年 赛季  代表 中国 出赛 去年 月 花式 熘 冰 大奖赛 意大利 站 朱易  分 刷新  最佳 成绩  位 参赛选手 中排  位 冠军 舒查 巴高娃  分 头 位 选手  获得 超过 分   参加  次 冬奥会  站 场 选拔赛  激烈 角逐 朱易 凭藉 稳定  发挥 入选 冬奥会 参赛 名单  代表 中国队 参加 冬奥会 花滑 女子 单人滑 比赛 谷爱凌  众人 求 合影  冬奥 健儿 加,0
 想  冬奥 现场  有没有  志愿者 组织 收留  多累    能干,0
今日 立春 冬奥 开幕   生日 纪念  微笑 趣泡,0
冰墩 墩 雪容融 真的 越  越 可爱   冬奥 纪念品   想法  想买个 毛茸茸   挂件,1
 找死   拦  拦不住 平时 喷喷 流量 捧 捧 资源 咖也   冬奥 跟着 添  乱     明白 ,-1
金 枇杷  回来   更新 鸣蝉 啊啊啊 啊啊啊      冬奥  志愿者   ,0
 汰 丝  刘雨昕   几个 热 搜      记得 清清楚楚   放心    刘雨昕  冬奥 刷 脸刷  足足 ,0
冰雪 运动 中国  国外  优势  国际 抵制  冬奥 开幕式 整太大  不好 火炬  大小 依然 世界 第一 张导 厉害,1
周深 周深 加盟 星运 电台 冬奥 季 周深 冬奥 播报  周深   冰上运动 加油 周深 中国 冰雪 出场 mv 周深 新歌 出场 MV 好燃 EncourageChineseathletes 周深  能力   留下  深刻  印象,1
 冬奥  美术  牛 逼  运动员  装备  好看    疫情    家   场馆  比赛 ,-1
  转发 冬奥 微博是  发  白天  上线 白天  上线 球球   宝宝 白天  上线  睡觉 睡觉 睡觉,0
冬奥 闭幕式    感动,0
张真源 张真源 冬奥 手势 舞 张真源 冬奥会 闭幕式 演职人员 温柔     妥协    安静 中 不慌不忙  坚强,0
冬奥会 中国队   新面孔 新人    说   新人 中   面孔  面孔  变化   国家  手术  面孔  基因 导致  新面孔 美少女 谷爱凌  代表 这是 中国 归化 运动员  新纪元 中国  发展  吸引    归化 运动员  冬奥  归化 运动员   美国  可不 容易  美国   发达国家   说   归化  血脉  相信   将来     强国   血缘关系  归化 运动员 这该   吸引力  魅,0
笑 死   在意  打败 美国 冬奥 奖牌榜 中国 第三,0
冬奥 油  北京 冬奥会  开幕 迎接 盛大 开幕 中石大    O 冬奥 油 迎接 盛大 开幕 中石大   ,0
呜呜 呜呜 呜呜 呜呜 呜呜 呜呜  真的 emo  不想 结束 呜呜 呜呜 呜呜 呜呜 呜呜 冬奥   呜呜 呜呜 呜呜 呜呜 呜呜    好多 感动  东西 不行  ,-1
朱易 无缘 女单 自由滑 搞 半天    很难 总共   参加 进   进不去 排个  一轮 游  排前 三  国家  我国 隔壁  俄罗斯 日本 韩国  冬奥   我国 举办  热 搜   多人 骂,-1
羽生 结弦 摔倒 这一 跳      届 冬奥  再见 挑战,0
花样滑冰 双人滑 自由滑 中国 冬奥 金牌 九宫格,0
 我妈   牛哥  冬奥  表现    牛哥 异常  心    爸 说 牛哥 坏话      骂  爸  追问  牛哥 表演 滑  天 几点 发现自己 那天 上班  在家 看牛哥   特别 高兴,0
冬奥 邓超 家  不行  乐死   哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 超哥 娱乐圈    啊啊啊,1
冬奥 顶流 冰墩 墩 雪容融  双 叒 叕 卡门   卡门  原因   吉祥物 抢  捡 垃圾    冰墩 墩 雪容融 L 北京 年 冬奥会  微博 视频,0
一曲 告别 依依不舍  心情 告别 昨天 告别 精彩  北京 冬奥  疫情  严重   国际 政治 风云  变幻 北京 冬奥 如期举行  圆满 落幕   伟大  奥运 精神 发扬 各国 运动员 特别  我国 运动员 再创 冰雪 运动 佳绩  比赛场地 少  观众  掌声   电视  网络  获得 全世界 人民  极大 关注  赞美 场外  掌声 震动 环宇  本届 北京 冬奥 祝贺 致敬  中国 奥运健儿 致敬 美好  冰雪  永载史册 告别   留下 精彩 友谊 爱心  浪漫 米兰 ,1
冬奥 邓超 不行  笑 不活 ,1
新闻 看点  北京 冬奥会  正式 开幕  各国 运动员   准备就绪   开赛  那一刻  到来   运动员   奥运 村里  休息  调整  国内  运动员  国外  运动员  体验  北京 冬奥 村  北京 冬奥会 O 美国 选手 爆赞 北京 冬奥会 直言  安全感 十足 体验 游戏 室 赞不绝口,1
龚俊 科普 冬奥 冷 知识 俊俊 每次 采访 有趣  实用,1
北京 冬奥 立春 开幕 今晚 几点 ,0
冠军  冠军 新春 迎 冬奥   未来 冬季两项 冠军 张庆 射箭 冠军,1
冬奥 村是 顶配 度假村     热情好客   疫情 防控  原因 运动员 合    活泼 好动  闭环 式 管理  足够 人性化   吃  睡  饭 放松   比赛 成绩   更好 可谓  一举三得,1
蔡 徐坤 蔡 徐坤 冬奥 播报 蔡 徐坤 人物 年度 音乐    一束 星光 照耀   传递  正 能量 爱  离开 暖心 蔡 徐坤,1
ys  解说  讲  感觉 每届    骂  每届    语句 优美  夸上 rs  参考 东奥  gh  冬奥  cy  体育迷 骂 专业性 不行 路 夸  太 说    写 进 作文 里  说实话  解说 确实   辞藻 堆砌  ,-1
  疫情    冬奥 开幕式  不用 戴 口罩    好多好多 帅哥美女,-1
瑞士 虎娃 祝贺 中国 新年  防疫 人员 合照 在线 求助  卸妆 逐梦 北京 冬奥 体育 LJR 运动 视角  微博 视频,0
张艺兴 真的  生气  发  一段话  爱看   不看   黑   降智 请路    清醒 看待 这件 事 是非 黑白   心中  想 改变   看法   黑子 真的 没事干      无脑 黑 冬奥   真的  谷爱凌  真的  认真  直播       黑张 艺兴  机会   是非 黑白 闭眼 发言    冒充 粉丝 脱粉 回 踩 有病  俩个    聊天 话题     主持人 引得  主持人 说  音乐  事   推荐 歌曲  黑子 听不起 歌   硬 黑  替人家 尴尬 说  美国 长大 听 艺兴  歌 合作   艺兴 一厢情愿   两个     探讨    说谷 爱凌  热情 更高 一点  两个 人要 合作     家乡 同游 吃饭  前提 下加个 微信      张艺兴  直播 连线    恭喜 谷爱凌 获得 两金 一银 说  做 功课  谷爱凌有 冰墩 墩     见面   说话        谷爱凌先 说 冰墩 墩 难 抢  会接  话题    问题,-1
今日 立春 冬奥 迎春 中国 加油 生活 快乐,1
肖战 肖战 期待 冬奥 赛场    抹 中国 红 祝 运动 健儿   佳绩    燃起 心中 之火 紧握 手里   冬奥会      走向 未来,1
冬奥 流批 隔壁  真的 垃圾,0
 冬奥 开幕式 刚刚 美国队   右下角 有个 运动员  比心  说 耶    比心 耶 我爸 本来 眯着    旁边    一句 比心    黑心  老爸 真有    说   说 点,-1
北京 海淀 冬奥 母女 绽 芳华 志愿 服务 展 风采 O 北京 海淀 冬奥 母女 绽 芳华 志愿 服务 展 风采,0
冬奥 邓超  不行  笑 死  ,1
错 分  反转 苏翊鸣 摘银后 国外 网友 鸣不平 裁判长 承认  冠军 分数 打高  冬奥 冰雪  新闻 Knews  优酷 视频,0
 年初 四  立春  迎 冬奥会 开幕式 愿 早日 挥去 疫情  阴霾 祝愿 冬奥 健儿 勇创 佳绩 瓷艺园 瓷艺园 天津,1
再见  北京 冬奥   四年  希望  疫情    式,0
国际奥委会 北京 冬奥 闭环 内未 发生 疫情 聚集 性传播 O 国际奥委会 北京 冬奥 闭环 内未 发生 疫情 聚集 性传播,0
不行 咯   期待 老公 发微博  偶们 分享 冬奥  旅咯,0
肖战 肖战 xz 肖战 期待 冬奥 赛场    抹 中国 红 肖战 z 肖战 期待 冬奥 赛场    抺 中国 红 立春 邂逅 冬奥 冰雪 之约   未来 ㅂ و,1
冬奥 邓超 不行  哈哈哈 哈哈笑   肚子疼,1
肖战 期待 冬奥 赛场    抹 中国 红 最美  中国 红,1
   中国 参加 冬奥  外国 朋友     国外 咋样   中国  戴 口罩     口罩 戴 戴 ,0
冬奥 邓超 哈哈哈哈 哈哈哈哈 喜庆  不行,1
今日 立春 冬奥 开幕 万众 期待  中国 喝彩,1
庆 新春 保 冬奥 疫情 防控 公益 微 视频 三 L 河北 工人 报 官方 微博  微博 视频,0
丰县 生育 八孩 女子 事件调查  情况 徐州  好样  四个 通告  打脸 冬奥 期间 爆    好看 年 疫情  严重    查  多年  逃犯  抓    相信  zf 不知 内情    关心 后续           拐卖   牲口    女性,0
各国 真的  打着 冬奥  旗号  中国 避 疫情 旅游     理发 做 指甲 吃  美食 滑 滑雪 北京 冬奥会,0
固安 疫情  说 密接    说  确诊    情况 冬奥   严 一点  理解     准确  通知 ,-1
冬奥 顶流 日常 冰墩 墩 雪容融   卡门  大年初三 冬奥 顶流 冰墩 墩 雪容融  主 新闻 中心  高科技 氛围 中 度过    卡门  戳 视频 看冰墩 墩 雪容融 捡 垃圾 现场 湾区 青年 迎 冬奥 via 新华网 L 广东 共青团  微博 视频,0
美媒 精彩 冬奥 赛事 吸引 美国 观众 数量 猛增  美国      收看 北京 冬奥会   北京 冬奥会  魅力 北京 冬奥会 Lmj 微风  微博 视频,1
人生 遗憾  疫情 原因    冬奥 现场  开幕式,-1
肖战 肖战 手绘 雪容 融为 冬奥 健儿 加油 xz 肖战 手绘 雪容融 ᵀ ᴴ ᴱ ᴮ ᴱ ˢ ᵀ ᴵ ˢ ᶠ ᴼ ᴿ ᵞ ᴼ ᵁ     屏幕 隔    这会    宝贝   美貌 重伤    梦里会   可人,1
肖战 晒 汤圆 祝  元宵节 快乐 肖战 手绘 雪容 融为 冬奥 健儿 加油 汤圆 圆滚滚 灯笼 红彤彤 祝  元宵 快乐,1
周深献声 致敬 冬奥 冰雪 世界  歌声 致敬 冬奥会 精神,1
雪山 飞 黑 科技  健康 冬奥 添 保障 O 雪山 飞 黑 科技  健康 冬奥 添 保障,1
谢谢 带给  惊喜  中国 冬奥 健儿 恭喜 恭喜 祝贺 祝贺,1
金博洋  病号   阑尾炎  冬奥 选择 保守 治疗   为数不多   几天 内比满  四场    周期 状态 起起伏伏的    最好  两场 比赛 留在  北京  永远  忘记  听到 中国 晋级 团体 自由滑   仰天大笑 跑  休息室  身影   爱  国家   爱 ,1
不想 写 作业 范丞丞是 冬奥 唯一 合作伙伴 代言人 黄明昊  冬奥 火炬手,-1
   第一次  冬奥     冬奥  认知 仅限于  索契 五环    打开 和平 昌  垃圾    是因为   国家   过年 期间   夏奥   沉迷 竞体 认认真真   好多 项目   好多 运动员 感觉  真的  一场 盛会 竞技 体育  魅力  完美 发挥   遗憾  圆满 激情  温情 短短 十几天     充实 见证  人类 挑战   挑战 极限 见证  运动员   梦想 守护 国家 荣光    志愿者  可爱  墩子  中国  好好  竞技 体育  迷人  热爱 永不 闭幕,1
冬奥 赛场  播放  时代 少年 团  朱雀 狠狠 骄傲 中国 加油,1
北京 冬奥 闭幕式 鸟巢 现场   疫情 期间  国际 赛事 办   顺利 完美 真的 很棒  谢谢  运动员 工作人员 志愿者   带来  半个 月   美好    激励  明天   运动,1
肖战 期待 冬奥 赛场    抹 中国 红 肖战顾 一野  肖战   奥运健儿 加油  ,1
看着 美国  羡慕 中国  冬奥  张艺谋  挺爽 ,1
广西 百色市 急需 口罩  防疫 物资 广西 疫情  缝 冬奥 希望   关注   一点 绵薄之力,0
我操   妈呀   妈 打架  行  打开 首页 全是 唧唧 歪歪     物料  吃 点 饭   难 办个 冬奥   老中人 G 点 戳 爆   实在 不行  生个 三胎 冷静   宝宝    妈 真恨 ,-1
 抢 冬奥 热 搜  做 热   走开 书背 疫情,-1
 冬奥 开    其乐融融 共赞 体育精神  氛围 国内 国外    吵架   吵架,-1
肖战 肖战 晒 汤圆 祝  元宵节 快乐 肖战 手绘 雪容 融为 冬奥 健儿 加油 肖战 元宵节 快乐,1
今日 时 分  春节 气到   二十四节气 中  第一个 节气  立春 适值 六九 首日   春打 六 九头 春风 送暖 阳光 和煦 大地 苏醒 生机勃发 立春一过 雪 融冰 消 万物 初萌 步履 轻盈  春姑娘 装扮 一新 款款   走来 立春 冬奥 开幕  迎接 春天  冬奥 健儿 加油  愿 疫情 早日 清零  日 ,1
北京 冬奥 今晚 闭幕  想 问 巴赫     西装 不冷 ,0
男子 冰球 中国 vs 美国  冬奥 规则 允许 打架 估计 场场   开战,-1
冬奥 疫情 防控 严格 闭环 管理 专家    信心 保证 安全 O 冬奥 疫情 防控 严格 闭环 管理 专家    信心 保证 安全,1
谷爱凌 奶奶  定义 比心 奶奶  太 可爱  公主   懂 北京 冬奥会 北京 冬奥 今晚 闭幕 L 鱼乐 gg  微博 视频,1
肖战 肖战 溜溜 梅 品牌 全球 代言人 肖战 溜溜 梅 品牌 全球 代言人 肖战 期待 冬奥 赛场    抹 中国 红 肖战  喜欢  肖战  喜欢  肖战 我爱你 肖战 顺顺利利 肖战 往后 余生 愿  所得 皆  愿 愿   想 如你所愿 愿  余生 酸脆  健康 好吃  负担 鲜脆 多汁 咔 呲 咔 呲 恭喜 肖战,1
赶上 冬奥   一场,0
谢谢 冬奥   速滑 路人粉  狠狠 入坑       比赛 支持 选手 ,1
冬奥 欢乐 观赛 团 小羊 肖恩 瑞士 黑鼻羊 L 娱虾 蟹  微博 视频,0
冬奥会  羽生 结弦 战胜  羽生 结弦 说真的  这帮 营销 号 新闻媒体     微 博大 咖吸    血   有完没完    世界 顶级 运动员   随意 诋毁  无端 猜测  对象    赚钱 赚 热度 利用 品    遭受  舆论 攻击            干吗  三观       冬奥 退役 赛  放  一条 路 不行  真的  想要 干什么,-1
陈天润 画冰墩 墩 致敬 冬奥 健儿 陈天润 很棒 冰墩 墩 可爱 至极,1
卧 艹 冬奥 开幕式     开头    牛 逼  不行  太牛 逼 ,1
刘雨昕 星运 电台 冬奥 季官 宣 刘雨昕 刘雨昕 冬奥 播报 刘雨昕 新歌 真 好听 欣赏  曲 不禁 感叹 这才  独一无二  歌手,1
后知后觉  板崽比 天天 可爱  o o   顺毛 冬奥  火  冰雪 运动  综艺 项目  制作   肥四   啵 啵 肯定 专心  组里        爱好  诱惑    摩托 滑板 滑雪 魔术 冲浪   飞行  一两 集     不识抬举,0
